x
0.161399365
0.2633124
0.222851235
0.16891988
0.43113436
0.14889371
0.08265656
0.33167007
0.20194409
0.587805495
0.230737535
0.080358105
0.29221011
0.664209575
0.16301746
0.333443395
0.16473641
0.16473641
0.254673965
0.250987165
0.28911094
0.28731673
0.37712325
0.17461739
0.148755955
0.37305288
0.330319025
0.461099095
1.906273975
0.17920961
0.156012945
0.372661355
0.19255131
0.039435365
0.177449365
0.165619805
0.42663414
0.344976735
0.336118
0.284508655
0.27525481
0.33617234
0.32655236
0.234515135
0.167732625
0.249378585
0.29950304
0.764062395
0.2939815
0.588900015
0.328091655
0.481003615
0.23250054
0.07166849
0.116281865
0.416716355
0.2369466
0.167810765
0.215131155
0.77424788
0.28364457
0.16667497
0.14932146
0.20617206
0.431801795
0.18088205
1.37356095
0.19194244
0.17434009
0.223237445
0.21272485
0.4983037
0.22334027
0.08623613
0.16587373
0.147547465
0.57413995
0.130189585
0.366860435
0.283657375
2.40159986
0.40568172
0.370780385
0.240502875
0.947333165
0.20743815
0.119882275
1.01875642
0.395119825
0.47605926
0.47795412
0.230406025
0.35583895
0.276557815
0.340737925
0.215428145
0.584577065
0.270208775
0.26812826
0.10010658
0.207193685
0.5450923
1.060626595
0.15062006
0.16872887
0.58769674
0.48431717
0.20776812
0.310361715
0.34026963
0.810581655
0.13832897
0.244390515
0.376817695
0.153270245
0.370200315
0.631715035
0.16153425
0.057813625
0.757855135
0.19825014
0.163991805
0.380254
0.18690256
0.257603665
0.15094273
0.084100905
0.176888345
1.45471598
1.34979042
0.44323731
0.244685845
2.975273365
0.2323436
0.272316575
0.149088385
3.21768852
0.449449395
0.2694692
0.409303225
0.17792615
0.691008695
0.191347945
1.24054272
0.18992382
0.29885173
0.78578774
0.97095734
0.246116645
0.372061585
0.698620155
0.698620155
0.2470393
0.23939337
1.80702426
0.186056935
0.19690695
0.739344465
0.18258225
0.36218226
0.63142602
0.655251445
0.23984596
0.26726604
0.3607647
0.19984137
0.11015302
0.292156825
0.32461593
0.53309203
0.3741261
0.156601535
0.25285217
0.85430707
0.44906704
0.264807595
1.230911855
0.31223529
0.67726516
0.106023935
0.70828142
0.19711503
1.223470255
0.460373355
0.21021411
0.808245765
0.53463669
0.461023935
0.92645516
0.40799608
0.29446811
